proteinID,domainID,domainDescription,domainStart,domainEnd
A0A1K0GT09,mobidb-lite,disorder_prediction,51,113
A0A1K0HDF1,PF01423,LSM domain eukaryotic/archaea-type,18,83
A0A1K9Y9U1,PF05795,Plasmodium vivax Vir,299,510
A0A1L0AY85,mobidb-lite,disorder_prediction,390,418
A0A1L0B311,PF01900,Ribonuclease P/MRP protein subunit,7,128
A0A1L0B3D1,PF01134,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG-related,30,434
A0A1L0BCM0,PF00226,DnaJ domain,30,86
A0A1L0BQU5,mobidb-lite,disorder_prediction,1,29
A0A1L0C6H8,PF12825,Domain of unknown function DUF3818 PX-associated,422,773
A0A1L0CJ24,mobidb-lite,disorder_prediction,1056,1085
A0A1L0CZ12,PF08711,Transcription factor IIS N-terminal,344,399
A0A1L0D413,PF12719,Nuclear condensin complex subunit 3 C-terminal domain,691,988
A0A1L0DNE2,PF01425,Amidase signature domain,79,534
A0A1L0DT45,CoiledCoil,CIC11C00000004881 OS=[Candida] intermedia GN=SAMEA4029010_CIC11G00000004881 PE=4 SV=1,67,88
A0A1L0DW12,PF15789,GPI-anchored cell wall protein repeat,946,981
A0A1L0G5V6,PF00069,Protein kinase domain,25,306
A0A1L0GA91,mobidb-lite,disorder_prediction,699,802
A0A1L0GSH6,PF02538,Hydantoinase B/oxoprolinase,741,1276
A0A1L1RJ85,PF07647,Sterile alpha motif domain,244,308
A0A1L1RK31,mobidb-lite,disorder_prediction,82,123
A0A1L1RQ02,PF00028,Cadherin,150,234
A0A1L1RR59,CoiledCoil,Uncharacterized protein OS=Gallus gallus GN=CCDC85A PE=4 SV=1,381,402
A0A1L1RUW8,mobidb-lite,disorder_prediction,305,327
A0A1L1RX65,PF00180,Isopropylmalate dehydrogenase-like domain,7,308
A0A1L1VKS2,PF00115,Cytochrome c oxidase subunit I,2,219
A0A1L2BM12,PF00129,MHC class I-like antigen recognition-like,1,178
A0A1L2BTH2,PF00253,Ribosomal protein S14,46,99
A0A1L2DBR1,PF02790,Cytochrome C oxidase subunit II transmembrane domain,10,65
A0A1L2F3J6,PF00033,Cytochrome b/b6 N-terminal,19,204
A0A1L2JUT1,PF00115,Cytochrome c oxidase subunit I,1,107
A0A1L2K1T5,PF00032,Cytochrome b/b6 C-terminal,258,359
A0A1L2MB67,PF00116,Cytochrome c oxidase subunit II-like C-terminal,95,214
A0A1L3GYV1,PF00032,Cytochrome b/b6 C-terminal,124,154
A0A1L3MYV0,mobidb-lite,disorder_prediction,1433,1507
A0A1L3ZQB3,PF13041,Pentatricopeptide repeat,403,452
A0A1L4BMB2,PF00115,Cytochrome c oxidase subunit I,1,199
A0A1L5BWY1,PF01082,Copper type II ascorbate-dependent monooxygenase N-terminal,62,173
A0A1L5IVY3,PF00116,Cytochrome c oxidase subunit II-like C-terminal,76,195
A0A1L5IXQ9,PF00115,Cytochrome c oxidase subunit I,2,220
A0A1L5JE05,PF00223,Photosystem I PsaA/PsaB,8,727
A0A1L5YE03,PF02874,ATPase F1/V1/A1 complex alpha/beta subunit N-terminal domain,23,95
A0A1L6BP31,PF00115,Cytochrome c oxidase subunit I,1,168
A0A1L6K4N3,PF01357,Expansin cellulose-binding-like domain,183,260
A0A1L6V1U6,PF02874,ATPase F1/V1/A1 complex alpha/beta subunit N-terminal domain,25,95
A0A1L6Z4S8,PF00180,Isopropylmalate dehydrogenase-like domain,3,237
A0A1L7N2F4,PF00662,NADH-Ubiquinone oxidoreductase (complex I) chain 5 N-terminal,70,126
A0A1L7NSQ9,PF00115,Cytochrome c oxidase subunit I,2,442
A0A1L7SCG8,PF00012,Heat shock protein 70 family,166,242
A0A1L7SCH6,mobidb-lite,disorder_prediction,600,638
A0A1L7SSU9,PF00400,WD40 repeat,87,120
A0A1L7STN0,PF08577,PI31 proteasome regulator C-terminal,275,344
A0A1L7SWF3,PF00686,Carbohydrate binding module family 20,574,667
A0A1L7T2Y0,mobidb-lite,disorder_prediction,1,34
A0A1L7T708,mobidb-lite,disorder_prediction,332,425
A0A1L7TBY2,mobidb-lite,disorder_prediction,19,44
A0A1L7TDH0,PF16486,Protein argonaute N-terminal,95,233
A0A1L7TF31,mobidb-lite,disorder_prediction,463,490
A0A1L7TFY3,PF00106,Short-chain dehydrogenase/reductase SDR,46,232
A0A1L7TNP6,PF16418,CCR4-NOT transcription complex subunit 1 HEAT repeat,520,667
A0A1L7TQB0,PF00271,Helicase C-terminal,636,748
A0A1L7TSW1,PF00732,Glucose-methanol-choline oxidoreductase N-terminal,30,326
A0A1L7TXU6,mobidb-lite,disorder_prediction,1023,1078
A0A1L7U4E2,mobidb-lite,disorder_prediction,1,70
A0A1L7U934,PF11951,Fungal transcription factor,104,206
A0A1L7UC27,PF04110,Ubiquitin-like protein Atg12,71,158
A0A1L7UFR5,mobidb-lite,disorder_prediction,181,252
A0A1L7UJ22,mobidb-lite,disorder_prediction,1715,1800
A0A1L7UPL4,mobidb-lite,disorder_prediction,157,182
A0A1L7UQE6,mobidb-lite,disorder_prediction,428,448
A0A1L7WEK4,mobidb-lite,disorder_prediction,1,169
A0A1L7WJ10,PF00400,WD40 repeat,761,795
A0A1L7WNY0,PF13847,Methyltransferase domain,76,224
A0A1L7WRD6,PF00400,WD40 repeat,242,287
A0A1L7WS82,PF02894,Oxidoreductase C-terminal,180,247
A0A1L7WZS6,mobidb-lite,disorder_prediction,506,544
A0A1L7WZS7,PF03198,Glucanosyltransferase,18,301
A0A1L7X3U4,PF01783,Ribosomal protein L32p,72,126
A0A1L7XIV0,LowComplexity,Uncharacterized protein OS=Phialocephala subalpina GN=PAC_14854 PE=4 SV=1,645,658
A0A1L7XL39,CoiledCoil,Uncharacterized protein OS=Phialocephala subalpina GN=PAC_15546 PE=4 SV=1,1005,1026
A0A1L7XUU0,mobidb-lite,disorder_prediction,388,416
A0A1L8DG24,mobidb-lite,disorder_prediction,1,45
A0A1L8DIP9,PF07716,Basic-leucine zipper domain,180,219
A0A1L8DLW1,mobidb-lite,disorder_prediction,1,40
A0A1L8DLY4,PF06809,Neural proliferation differentiation control-1,214,343
A0A1L8DSS0,PF01485,IBR domain,178,242
A0A1L8DVI9,PF00839,Cysteine-rich Golgi apparatus protein 1 repeat,641,695
A0A1L8E8W4,PF02770,Acyl-CoA oxidase/dehydrogenase central domain,37,146
A0A1L8EA22,PF00014,Pancreatic trypsin inhibitor Kunitz domain,41,88
A0A1L8EBI0,PF13855,Leucine-rich repeat,138,195
A0A1L8EEN4,mobidb-lite,disorder_prediction,508,543
A0A1L8EQV0,PF00378,Crotonase superfamily,47,196
A0A1L8ESX3,PF00053,Laminin EGF domain,1420,1468
A0A1L8EW21,PF06512,Sodium ion transport-associated,788,993
A0A1L8FA44,mobidb-lite,disorder_prediction,1,58
A0A1L8FQW7,PF01437,Plexin repeat,312,356
A0A1L8FTR2,mobidb-lite,disorder_prediction,140,180
A0A1L8FZ14,CoiledCoil,Kinesin-like protein OS=Xenopus laevis GN=XELAEV_18032029mg PE=3 SV=1,733,754
A0A1L8G0G1,mobidb-lite,disorder_prediction,1774,1795
A0A1L8G0J1,mobidb-lite,disorder_prediction,2448,2472
A0A1L8G330,PF00001,G protein-coupled receptor rhodopsin-like,37,341
A0A1L8G5N0,PF00003,GPCR family 3 C-terminal,159,393
A0A1L8G640,PF00488,DNA mismatch repair protein MutS C-terminal,664,819
A0A1L8G798,PF00270,DEAD/DEAH box helicase domain,6,101
A0A1L8GSL7,PF00180,Isopropylmalate dehydrogenase-like domain,46,443
A0A1L8GV51,PF00240,Ubiquitin domain,156,224
A0A1L8GX83,PF00028,Cadherin,157,233
A0A1L8GYB8,PF00400,WD40 repeat,10,46
A0A1L8GYJ1,mobidb-lite,disorder_prediction,129,242
A0A1L8H6U3,PF00069,Protein kinase domain,80,192
A0A1L8H8H9,PF00620,Rho GTPase-activating protein domain,128,285
A0A1L8HBN2,PF13445,RING-type zinc-finger LisH dimerisation motif,12,52
A0A1L8HQE8,mobidb-lite,disorder_prediction,38,68
A0A1L8HTW1,PF01422,Zinc finger NF-X1-type,480,497
A0A1M2VRH2,mobidb-lite,disorder_prediction,1020,1085
A0A1M2VTB9,mobidb-lite,disorder_prediction,1,160
A0A1M2VVQ4,mobidb-lite,disorder_prediction,349,375
A0A1M2VVZ6,mobidb-lite,disorder_prediction,40,76
A0A1M2VZQ6,PF01398,JAB1/MPN/MOV34 metalloenzyme domain,27,136
A0A1M2W0F0,mobidb-lite,disorder_prediction,42,88
A0A1M2W3Q7,mobidb-lite,disorder_prediction,1,27
A0A1N6MBZ2,PF00083,Major facilitator  sugar transporter-like,26,493
A0A1N7TD40,PF01348,Domain X,189,261
A0A1P6BI48,PF13869,Cleavage/polyadenylation specificity factor subunit 5,25,214
A0A1P6C4G0,mobidb-lite,disorder_prediction,828,850
A0ASQ1,PF00115,Cytochrome c oxidase subunit I,3,199
A0BBP4,PF15913,Furin-like repeat,2124,2193
A0BDM5,PF07885,Potassium channel domain,323,409
A0BPH9,PF00249,SANT/Myb domain,60,100
A0BPS0,PF01833,IPT domain,384,456
A0BVI0,PF00724,NADH:flavin oxidoreductase/NADH oxidase N-terminal,6,344
A0BYR1,mobidb-lite,disorder_prediction,844,875
A0C7T8,mobidb-lite,disorder_prediction,139,172
A0CDK1,PF02815,MIR motif,391,477
A0CNJ9,PF00005,ABC transporter-like,502,644
A0CZN6,PF00069,Protein kinase domain,83,332
A0D022,PF00498,Forkhead-associated (FHA) domain,292,338
A0D2A8,PF09458,H-type lectin domain,38,101
A0D3F7,PF02493,MORN motif,160,179
A0D3M1,PF00169,Pleckstrin homology domain,1126,1229
A0DK07,PF06337,Peptidase C19 ubiquitin-specific peptidase DUSP domain,215,357
A0DQ96,PF00198,2-oxoacid dehydrogenase acyltransferase catalytic domain,394,616
A0E6F3,PF00069,Protein kinase domain,1008,1120
A0E8T5,PF13948,Myxococcus cysteine-rich repeat,871,919
A0EEK1,PF00043,Glutathione S-transferase C-terminal,114,181
A0PHL5,PF00662,NADH-Ubiquinone oxidoreductase (complex I) chain 5 N-terminal,34,91
A0S838,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,91,151
A1DPK7,PF04062,Actin-related protein 2/3 complex subunit 3,1,173
A1IM63,mobidb-lite,disorder_prediction,459,480
A1IMY3,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,1,180
A1K1B0,PF08263,Leucine-rich repeat-containing N-terminal plant-type,10,52
A1L2D4,mobidb-lite,disorder_prediction,1,606
A1L3G3,mobidb-lite,disorder_prediction,24,52
A1X1S5,PF00033,Cytochrome b/b6 N-terminal,19,204
A1ZBW4,PF00013,K Homology domain type 1,245,307
A2A109,PF00249,SANT/Myb domain,16,63
A2DH66,mobidb-lite,disorder_prediction,1,38
A2DS33,PF00128,Glycosyl hydrolase family 13 catalytic domain,161,347
A2DVG8,PF00400,WD40 repeat,105,136
A2E7G0,PF12943,Protein of unknown function DUF3839,12,240
A2EE85,CoiledCoil,Uncharacterized protein OS=Trichomonas vaginalis GN=TVAG_180570 PE=4 SV=1,2645,2666
A2EMN1,PF14844,PH-BEACH domain,1774,1819
A2ET16,PF00211,Adenylyl cyclase class-3/4/guanylyl cyclase,1,153
A2F3U9,PF13390,Protein of unknown function DUF4108,1,134
A2FMB2,PF00071,Small GTPase superfamily,5,165
A2GBH8,PF04383,KilA N-terminal/APSES-type HTH DNA-binding,23,143
A2GK21,PF12943,Protein of unknown function DUF3839,13,244
A2GXP7,PF10544,Bacteriophage T5 Orf172 DNA-binding,116,189
A2GZW1,PF12943,Protein of unknown function DUF3839,13,174
A2I5V9,PF01699,Sodium/calcium exchanger membrane region,24,150
A2Q5Q7,PF04065,CCR4-Not complex component Not N-terminal domain,4,236
A2RV37,PF07717,Domain of unknown function DUF1605,886,1003
A2T3G1,CoiledCoil,K39 kinesin protein OS=Leishmania donovani PE=3 SV=1,2095,2116
A2TA79,PF03160,Na-Ca exchanger/integrin-beta4,293,391
A2TF14,PF01182,Glucosamine/galactosamine-6-phosphate isomerase,8,220
A2VE11,mobidb-lite,disorder_prediction,151,170
A3KLM5,PF00081,Manganese/iron superoxide dismutase N-terminal,1,74
A3KPJ7,PF06350,Hormone-sensitive lipase N-terminal,6,318
A3RCQ7,PF03791,KNOX2,37,80
A3RIJ4,PF00662,NADH-Ubiquinone oxidoreductase (complex I) chain 5 N-terminal,71,127
A4H744,mobidb-lite,disorder_prediction,232,292
A4HEZ7,PF02493,MORN motif,659,674
A4HH58,PF14226,Non-haem dioxygenase N-terminal domain,3,127
A4HTS3,PF00730,HhH-GPD domain,54,191
A4I1G3,mobidb-lite,disorder_prediction,199,222
A4I4B2,PF01422,Zinc finger NF-X1-type,185,203
A4I5Y5,PF05091,Eukaryotic translation initiation factor 3 subunit D,3,502
A4I8E0,CoiledCoil,Uncharacterized protein OS=Leishmania infantum GN=LINJ_32_3350 PE=4 SV=1,2053,2074
A4I978,mobidb-lite,disorder_prediction,496,570
A4IBT9,mobidb-lite,disorder_prediction,1,36
A4JYE5,PF01403,Sema domain,66,531
A4K2M6,mobidb-lite,disorder_prediction,80,111
A4K533,PF00012,Heat shock protein 70 family,34,610
A4K9J0,PF00163,Ribosomal protein S4/S9 N-terminal,2,82
A4KCL0,PF00028,Cadherin,347,435
A4KVT1,PF00119,ATP synthase F0 complex subunit A,24,227
A4KZ75,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,23,286
A4QIL1,PF00032,Cytochrome b/b6 C-terminal,258,359
A4QNY2,mobidb-lite,disorder_prediction,905,1014
A4USG6,PF00129,MHC class I-like antigen recognition-like,1,178
A4VAL4,mobidb-lite,disorder_prediction,421,441
A4ZXD8,PF00110,Wnt,1,131
A5AD42,PF01246,Ribosomal protein L24e-related,50,94
A5AHB2,PF10551,MULE transposase domain,418,516
A5AIP6,PF13976,GAG-pre-integrase domain,249,306
A5AXZ4,mobidb-lite,disorder_prediction,185,217
A5AZJ3,PF02181,Formin FH2 domain,106,201
A5B2A6,PF07727,Reverse transcriptase RNA-dependent DNA polymerase,774,997
A5B4C7,PF12854,Pentatricopeptide repeat,325,353
A5B6W5,PF00248,NADP-dependent oxidoreductase domain,17,304
A5BD19,PF12796,Ankyrin repeat-containing domain,193,277
A5BKC2,PF04072,Methyltransferase Ppm1/Ppm2/Tcmp,52,201
A5BKD1,mobidb-lite,disorder_prediction,210,245
A5BR73,PF09118,Domain of unknown function DUF1929,444,548
A5GZ76,PF00696,Aspartate/glutamate/uridylate kinase,15,260
A5H227,PF00264,Tyrosinase copper-binding domain,44,110
A5HBZ0,PF00115,Cytochrome c oxidase subunit I,1,245
A5JDU5,PF00821,Phosphoenolpyruvate carboxykinase GTP-utilising,1,126
A5JQ01,PF00969,MHC class II beta chain N-terminal,20,89
A5LGV8,PF04997,RNA polymerase Rpb1 domain 1,9,168
A5PFJ4,PF07732,Multicopper oxidase type 3,1,69
A5WUM1,mobidb-lite,disorder_prediction,1031,1054
A5WWG3,mobidb-lite,disorder_prediction,102,129
A5YZT3,PF03936,Terpene synthase metal-binding domain,307,573
A5Z282,PF00255,Glutathione peroxidase,7,115
A6N9V5,PF01157,Ribosomal protein L21e,3,99
A6XN47,PF00032,Cytochrome b/b6 C-terminal,115,148
A6YGD2,PF00444,Ribosomal protein L36,1,37
A6YIY0,mobidb-lite,disorder_prediction,3252,3342
A6YMG1,PF00238,Ribosomal protein L14P,17,134
A6YMS7,PF01248,Ribosomal protein L7Ae/L30e/S12e/Gadd45,10,102
A7AN24,mobidb-lite,disorder_prediction,72,167
A7AT38,mobidb-lite,disorder_prediction,971,994
A7AU33,PF08367,Peptidase M16C associated,627,890
A7DWS0,PF10690,Myticin preproprotein,1,100
A7J3M4,PF00097,Zinc finger C3HC4 RING-type,210,248
A7KFF2,PF12940,V(D)J recombination-activating protein 1,308,889
A7LHF1,PF10613,Ionotropic glutamate receptor L-glutamate and glycine-binding domain,411,525
A7RFP1,PF00629,MAM domain,97,256
A7RGE4,PF07645,EGF-like calcium-binding domain,85,118
A7RM59,PF02953,Tim10/DDP family zinc finger,7,69
A7RT47,PF14497,Glutathione S-transferase C-terminal,99,205
A7RZG6,PF00168,C2 domain,1679,1719
A7S7E3,PF00092,von Willebrand factor type A,6291,6428
A7SKU3,PF00415,Regulator of chromosome condensation RCC1,512,572
A7SLP1,PF00400,WD40 repeat,12,42
A7SPX6,PF14604,SH3 domain,5,61
A7STW1,PF00002,GPCR family 2 secretin-like,57,295
A7T0J6,PF07690,Major facilitator superfamily,20,353
A7T144,PF00012,Heat shock protein 70 family,6,613
A7T9H7,PF00778,DIX domain,207,247
A7UTE1,PF13793,Ribose-phosphate pyrophosphokinase N-terminal domain,106,240
A7UV52,mobidb-lite,disorder_prediction,3502,3605
A7WPJ1,PF00129,MHC class I-like antigen recognition-like,1,178
A7Y0N3,PF06444,NADH dehydrogenase subunit 2 C-terminal,290,343
A7YVD9,PF00004,ATPase AAA-type core,373,514
A8B8F0,mobidb-lite,disorder_prediction,171,199
A8BY72,PF00115,Cytochrome c oxidase subunit I,1,219
A8CPV6,PF00115,Cytochrome c oxidase subunit I,10,180
A8DS24,LowComplexity,Heat shock protein 70 (Fragment) OS=Cryptosporidium andersoni PE=3 SV=1,616,643
A8E4X0,PF01237,Oxysterol-binding protein,37,430
A8E530,PF10601,LPS-induced tumour necrosis factor alpha factor,189,254
A8HF22,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,62,237
A8HP81,PF03462,Peptide chain release factor,2,102
A8HSU4,PF14437,tRNA-specific adenosine deaminase,1,101
A8HTB9,PF13640,Oxoglutarate/iron-dependent dioxygenase,252,353
A8HYX6,mobidb-lite,disorder_prediction,161,222
A8I426,PF00271,Helicase C-terminal,1227,1334
A8IBI1,PF00179,Ubiquitin-conjugating enzyme E2,10,146
A8IFT8,mobidb-lite,disorder_prediction,870,932
A8ITH2,PF02341,Chaperonin-like RbcX,3,55
A8IV68,PF01554,Multi antimicrobial extrusion protein,196,362
A8JGS1,mobidb-lite,disorder_prediction,120,142
A8K161,mobidb-lite,disorder_prediction,314,352
A8K2G7,CoiledCoil,cDNA FLJ76071 highly similar to Homo sapiens filamin A interacting protein 1 (FILIP1) mRNA OS=Homo sapiens PE=2 SV=1,646,674
A8K440,PF02196,Raf-like Ras-binding,234,301
A8KS24,PF03171,Oxoglutarate/iron-dependent dioxygenase,212,310
A8QKT4,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,1,165
A8QZD4,PF11883,S-locus receptor kinase C-terminal,387,436
A8R6K8,PF12940,V(D)J recombination-activating protein 1,1,496
A8RAC9,PF00116,Cytochrome c oxidase subunit II-like C-terminal,94,212
A8VTA8,PF00405,Transferrin-like domain,10,54
A8WEW0,PF03953,Tubulin/FtsZ 2-layer sandwich domain,261,381
A8WHL0,mobidb-lite,disorder_prediction,500,523
A8WMV6,PF14008,Iron/zinc purple acid phosphatase-like C-terminal domain,349,409
A8WR46,PF01239,Protein prenyltransferase alpha subunit,166,192
A8WSF4,mobidb-lite,disorder_prediction,80,101
A8WY21,PF00432,PFTB repeat,325,358
A8XAE7,mobidb-lite,disorder_prediction,710,799
A8XFU5,PF01391,Collagen triple helix repeat,211,263
A8XUF5,PF01088,Peptidase C12 ubiquitin carboxyl-terminal hydrolase,5,54
A8XVJ4,PF00008,EGF-like domain,720,752
A8XW16,PF03353,Protein LIN-8,131,356
A8XZT9,PF14222,Cell morphogenesis protein N-terminal,143,710
A8Y143,PF05978,Ion channel regulatory protein UNC-93,13,165
A9BLC1,PF00493,MCM domain,271,612
A9CR80,mobidb-lite,disorder_prediction,1137,1157
A9J5V3,PF01907,Ribosomal protein L37e,2,54
A9LHL9,PF00517,Retroviral envelope protein GP41-like,399,593
A9P281,PF00642,Zinc finger CCCH-type,140,166
A9P6A3,PF00033,Cytochrome b/b6 N-terminal,1,53
A9PGY1,PF00153,Mitochondrial substrate/solute carrier,103,196
A9QAC2,PF03143,Translation elongation factor EFTu/EF1A C-terminal,224,309
A9QC66,PF00623,RNA polymerase alpha subunit,435,520
A9QWD0,PF16102,ACTH-associated domain,24,52
A9RDV8,PF04577,Glycosyltransferase 61,96,323
A9RF50,mobidb-lite,disorder_prediction,1,29
A9RJ43,PF07767,Ribosome biogenesis protein Nop53/GLTSCR2,10,356
A9S3M3,PF01095,Pectinesterase catalytic,2,260
A9S7P1,PF02806,Alpha-amylase/branching enzyme C-terminal all beta,583,682
A9S9B0,mobidb-lite,disorder_prediction,206,233
A9SD26,mobidb-lite,disorder_prediction,542,582
A9SJA5,PF12894,Anaphase-promoting complex subunit 4 WD40 domain,147,203
A9SL85,mobidb-lite,disorder_prediction,323,351
A9SN07,mobidb-lite,disorder_prediction,119,142
A9SWS7,mobidb-lite,disorder_prediction,651,670
A9T8F0,PF00153,Mitochondrial substrate/solute carrier,166,251
A9TB11,PF08264,Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase anticodon-binding,719,868
A9TDM9,PF14692,Domain of unknown function DUF4462,66,92
A9TG40,mobidb-lite,disorder_prediction,117,144
A9TN62,PF00637,Clathrin heavy chain/VPS 7-fold repeat,1147,1285
A9U173,PF16135,Jas TPL-binding domain,794,843
A9U8G1,PF08240,Alcohol dehydrogenase N-terminal,36,156
A9US93,PF01248,Ribosomal protein L7Ae/L30e/S12e/Gadd45,6,99
A9UT44,mobidb-lite,disorder_prediction,751,770
A9UYZ0,mobidb-lite,disorder_prediction,179,616
A9UZ53,PF00028,Cadherin,1927,2004
A9V3I5,mobidb-lite,disorder_prediction,373,402
A9V411,LowComplexity,Predicted protein OS=Monosiga brevicollis GN=9670 PE=4 SV=1,1424,1438
A9VBV4,PF06658,Protein of unknown function DUF1168,43,149
A9VDY4,PF12796,Ankyrin repeat-containing domain,46,123
A9X9A6,PF00115,Cytochrome c oxidase subunit I,15,135
A9XE94,PF00704,Glycoside hydrolase family 18 catalytic domain,1,235
A9Y511,PF04997,RNA polymerase Rpb1 domain 1,8,191
A9YG83,PF08395,7TM chemoreceptor,3,201
A9YZW8,PF16517,SARAH domain,295,334
B0B720,PF00016,Ribulose bisphosphate carboxylase large subunit C-terminal,145,453
B0F2G7,mobidb-lite,disorder_prediction,1,27
B0FKF6,PF07732,Multicopper oxidase type 3,1,48
B0FSW5,PF00149,Calcineurin-like phosphoesterase domain ApaH type,12,62
B0LKP4,PF00043,Glutathione S-transferase C-terminal,123,207
B0R182,PF00864,P2X purinoreceptor,13,379
B0W0T2,PF00005,ABC transporter-like,38,182
B0W1L8,mobidb-lite,disorder_prediction,542,601
B0W2D0,PF00717,Peptidase S24/S26A/S26B/S26C,37,96
B0W8Y4,PF08445,FR47-like,185,269
B0WAP9,mobidb-lite,disorder_prediction,318,351
B0WBA8,PF00400,WD40 repeat,109,134
B0WT71,mobidb-lite,disorder_prediction,578,661
B0X1D9,mobidb-lite,disorder_prediction,27,93
B0XA40,PF01757,Acyltransferase 3,235,604
B0XDR3,PF00028,Cadherin,359,450
B0XKA0,PF13181,Tetratricopeptide repeat,110,141
B0YPS3,PF05758,Protein TIC214,27,245
B0Z526,PF00886,Ribosomal protein S16,8,64
B1A9T7,PF00487,Fatty acid desaturase domain,82,273
B1GX83,PF00786,CRIB domain,69,136
B1H1T6,PF01363,FYVE zinc finger,529,590
B1H3F9,CoiledCoil,Actr5 protein (Fragment) OS=Xenopus tropicalis GN=actr5 PE=2 SV=1,270,291
B1X464,PF05421,Uncharacterised protein family Ycf33,18,77
B2BJJ7,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,23,288
B2BVQ7,PF00110,Wnt,1,127
B2BY98,PF00016,Ribulose bisphosphate carboxylase large subunit C-terminal,139,447
B2BZC4,mobidb-lite,disorder_prediction,51,145
B2CBK2,PF03143,Translation elongation factor EFTu/EF1A C-terminal,226,309
B2CCU8,PF01530,Zinc finger C2HC-type,276,299
B2CK99,PF02800,Glyceraldehyde 3-phosphate dehydrogenase catalytic domain,1,111
B2GTF5,PF01553,Phospholipid/glycerol acyltransferase,219,340
B2L042,PF12357,Phospholipase D C-terminal,720,792
B2L5U4,PF00042,Globin,3,94
B2NIZ0,PF03953,Tubulin/FtsZ 2-layer sandwich domain,244,334
B2RXM1,PF13855,Leucine-rich repeat,132,189
B2VPY2,PF00078,Reverse transcriptase domain,3,92
B2WYP2,PF06444,NADH dehydrogenase subunit 2 C-terminal,284,336
B2X1Z3,PF04997,RNA polymerase Rpb1 domain 1,56,242
B2XQI6,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,134,418
B2Y805,PF00033,Cytochrome b/b6 N-terminal,20,205
B2ZA78,PF02843,Phosphoribosylglycinamide synthetase C-domain,334,424
B2ZPJ8,PF00019,Transforming growth factor-beta C-terminal,300,401
B3EWN6,PF00228,Proteinase inhibitor I12 Bowman-Birk,8,30
B3EZ15,PF00115,Cytochrome c oxidase subunit I,2,191
B3F003,PF00033,Cytochrome b/b6 N-terminal,19,204
B3H7J3,PF00176,SNF2-related N-terminal domain,418,799
B3KPQ9,PF16534,SATB ubiquitin-like oligomerisation domain,59,156
B3KVK6,PF00090,Thrombospondin type-1 (TSP1) repeat,197,248
B3LWV7,PF08451,Adenosine/AMP deaminase N-terminal,15,97
B3M3L4,PF07679,Immunoglobulin I-set,442,524
B3M4I1,PF11581,Antagonist of EGFR signalling Argos,308,435
B3M6Z7,mobidb-lite,disorder_prediction,1549,1603
B3M8T6,PF06461,Domain of unknown function DUF1086,1371,1507
B3MBH6,PF13506,Ceramide glucosyltransferase,107,279
B3MDR0,PF12937,F-box domain,13,52
B3MPU9,PF00168,C2 domain,502,598
B3MRY7,mobidb-lite,disorder_prediction,185,220
B3MT03,PF01607,Chitin binding domain,92,138
B3MU91,PF02463,RecF/RecN/SMC N-terminal,78,1275
B3MUD4,PF02949,Olfactory receptor insect,68,387
B3MWR1,PF15868,Transcription activator MBF2,33,120
B3MX68,mobidb-lite,disorder_prediction,2119,2138
B3N136,PF00017,SH2 domain,652,736
B3N520,PF00856,SET domain,143,252
B3N594,PF10542,Vitelline membrane cysteine-rich domain,124,160
B3NF89,PF00084,Sushi/SCR/CCP domain,73,105
B3NGS5,mobidb-lite,disorder_prediction,464,538
B3NHM3,CoiledCoil,Uncharacterized protein isoform C OS=Drosophila erecta GN=Dere\GG13686 PE=4 SV=2,1532,1598
